time,pressure_seal,pressure_direct
09:40:38.946,0.0904218750000005,0.0171796875000005
09:40:39.050,0.0904218750000005,0.0171796875000005
09:40:39.150,0.0904218750000005,0.0171796875000005
09:40:39.253,0.0904218750000005,0.0171796875000005
09:40:39.353,0.0904218750000005,0.0171796875000005
09:40:39.455,0.0904218750000005,0.0171796875000005
09:40:39.556,0.0904218750000005,0.0171796875000005
09:40:39.657,0.0904218750000005,0.0171796875000005
09:40:39.758,0.0904218750000005,0.0171796875000005
09:40:39.858,0.0904218750000005,0.0171796875000005
09:40:39.959,0.0904218750000005,0.0171796875000005
09:40:40.060,0.0904218750000005,0.0171796875000005
09:40:40.161,0.0904218750000005,0.0171796875000005
09:40:40.262,0.0904218750000005,0.0171796875000005
09:40:40.362,0.0904218750000005,0.0171796875000005
09:40:40.462,0.0904218750000005,0.0171796875000005
09:40:40.563,0.0904218750000005,0.0171796875000005
09:40:40.664,0.0904218750000005,0.0171796875000005
09:40:40.766,0.0904218750000005,0.0171796875000005
09:40:40.867,0.0904218750000005,0.0171796875000005
09:40:40.969,0.0904218750000005,0.0171796875000005
09:40:41.070,0.0904218750000005,0.0171796875000005
09:40:41.170,0.0904218750000005,0.0171796875000005
09:40:41.271,0.0904218750000005,0.0171796875000005
09:40:41.372,0.0904218750000005,0.0171796875000005
09:40:41.473,0.0904218750000005,0.0171796875000005
09:40:41.575,0.0904218750000005,0.0171796875000005
09:40:41.677,0.0904218750000005,0.0171796875000005
09:40:41.776,0.0904218750000005,0.0171796875000005
09:40:41.877,0.0904218750000005,0.0171796875000005
09:40:41.979,0.0904218750000005,0.0171796875000005
09:40:42.081,0.0904218750000005,0.0171796875000005
09:40:42.181,0.0904218750000005,0.0171796875000005
09:40:42.284,0.0904218750000005,0.0171796875000005
09:40:42.384,0.0904218750000005,0.0171796875000005
09:40:42.485,0.0904218750000005,0.0171796875000005
09:40:42.585,0.0904218750000005,0.0171796875000005
09:40:42.689,0.0904218750000005,0.0171796875000005
09:40:42.790,0.0904218750000005,0.0171796875000005
09:40:42.896,0.0904218750000005,0.0171796875000005
09:40:42.996,0.0904218750000005,0.0171796875000005
09:40:43.097,0.0904218750000005,0.0171796875000005
09:40:43.197,0.0904218750000005,0.0171796875000005
09:40:43.298,0.0904218750000005,0.0171796875000005
09:40:43.401,0.0904218750000005,0.0171796875000005
09:40:43.502,0.0904218750000005,0.0171796875000005
09:40:43.604,0.0904218750000005,0.0171796875000005
09:40:43.706,0.0904218750000005,0.0171796875000005
09:40:43.805,0.0904218750000005,0.0171796875000005
09:40:43.906,0.0904218750000005,0.0171796875000005
09:40:44.006,0.0904218750000005,0.0171796875000005
09:40:44.106,0.0904218750000005,0.0171796875000005
09:40:44.206,0.0904218750000005,0.0171796875000005
09:40:44.306,0.0904218750000005,0.0171796875000005
09:40:44.407,0.0904218750000005,0.0171796875000005
09:40:44.508,0.0904218750000005,0.0171796875000005
09:40:44.609,0.0904218750000005,0.0171796875000005
09:40:44.710,0.0904218750000005,0.0171796875000005
09:40:44.810,0.0904218750000005,0.0171796875000005
09:40:44.910,0.0904218750000005,0.0171796875000005
09:40:45.010,0.0904218750000005,0.0171796875000005
09:40:45.110,0.0904218750000005,0.0171796875000005
09:40:45.210,0.0904218750000005,0.0171796875000005
09:40:45.312,0.0904218750000005,0.0171796875000005
09:40:45.413,0.0904218750000005,0.0171796875000005
09:40:45.515,0.0904218750000005,0.0171796875000005
09:40:45.615,0.0904218750000005,0.0171796875000005
09:40:45.717,0.0904218750000005,0.0171796875000005
09:40:45.819,0.0904218750000005,0.0171796875000005
09:40:45.918,0.0904218750000005,0.0171796875000005
09:40:46.018,0.0904218750000005,0.0171796875000005
09:40:46.119,0.0904218750000005,0.0171796875000005
09:40:46.221,0.0904218750000005,0.0171796875000005
09:40:46.322,0.0904218750000005,0.0171796875000005
09:40:46.424,0.0904218750000005,0.0171796875000005
09:40:46.524,0.0904218750000005,0.0171796875000005
09:40:46.625,0.0904218750000005,0.0171796875000005
09:40:46.727,0.0904218750000005,0.0171796875000005
09:40:46.829,0.0904218750000005,0.0171796875000005
09:40:46.930,0.0904218750000005,0.0171796875000005
09:40:47.030,0.0904218750000005,0.0171796875000005
09:40:47.131,0.0904218750000005,0.0171796875000005
09:40:47.232,0.0904218750000005,0.0171796875000005
09:40:47.333,0.0904218750000005,0.0171796875000005
09:40:47.433,0.0904218750000005,0.0171796875000005
09:40:47.534,0.0904218750000005,0.0171796875000005
09:40:47.634,0.0904218750000005,0.0171796875000005
09:40:47.736,0.0904218750000005,0.0171796875000005
09:40:47.837,0.0904218750000005,0.0171796875000005
09:40:47.937,0.0904218750000005,0.0171796875000005
09:40:48.037,0.0904218750000005,0.0171796875000005
09:40:48.138,0.0904218750000005,0.0171796875000005
09:40:48.239,0.0904218750000005,0.0171796875000005
09:40:48.339,0.0904218750000005,0.0171796875000005
09:40:48.439,0.0904218750000005,0.0171796875000005
09:40:48.540,0.0904218750000005,0.0171796875000005
09:40:48.641,0.0904218750000005,0.0171796875000005
09:40:48.740,0.0904218750000005,0.0171796875000005
09:40:48.841,0.0904218750000005,0.0171796875000005
09:40:48.941,0.0904218750000005,0.0171796875000005
09:40:49.042,0.0904218750000005,0.0171796875000005
09:40:49.143,0.0904218750000005,0.0171796875000005
09:40:49.244,0.0904218750000005,0.0171796875000005
09:40:49.345,0.0904218750000005,0.0171796875000005
09:40:49.447,0.0904218750000005,0.0171796875000005
09:40:49.547,0.0904218750000005,0.0171796875000005
09:40:49.648,0.0904218750000005,0.0171796875000005
09:40:49.748,0.0904218750000005,0.0171796875000005
09:40:49.849,0.0904218750000005,0.0171796875000005
09:40:49.951,0.0904218750000005,0.0171796875000005
09:40:50.054,0.0904218750000005,0.0171796875000005
09:40:50.155,0.0904218750000005,0.0171796875000005
09:40:50.257,0.0904218750000005,0.0171796875000005
09:40:50.358,0.0904218750000005,0.0171796875000005
09:40:50.458,0.0904218750000005,0.0171796875000005
09:40:50.558,0.0904218750000005,0.0171796875000005
09:40:50.659,0.0904218750000005,0.0171796875000005
09:40:50.759,0.0904218750000005,0.0180843750000007
